,IP,Date,Time,Time_zone,Request_method,Path,Protocol,Response_code,Response_size,Referrer,User_Agent,dotfile_access,bad_user_agent,no_referrer,suspicious_path,is_bot,ua_browser,ua_os,ua_is_mobile,ua_is_pc
399,154.83.103.144,07/May/2025,14:27:55,0000,GET,/etc/postgresql/14/main/pg_hba.conf,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
400,154.83.103.144,07/May/2025,14:27:55,0000,GET,/etc/postgresql/14/main/postgresql.conf,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
401,154.83.103.144,07/May/2025,14:27:55,0000,GET,/etcd,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
402,154.83.103.144,07/May/2025,14:27:55,0000,GET,/firebase.json,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
403,154.83.103.144,07/May/2025,14:27:55,0000,GET,/go.sum,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
404,154.83.103.144,07/May/2025,14:27:56,0000,GET,/grafana,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
405,154.83.103.144,07/May/2025,14:27:56,0000,GET,/icons/,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
406,154.83.103.144,07/May/2025,14:27:56,0000,GET,/id_rsa,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
407,154.83.103.144,07/May/2025,14:27:56,0000,GET,/id_rsa.pub,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
408,154.83.103.144,07/May/2025,14:27:56,0000,GET,/index.bak,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
409,154.83.103.144,07/May/2025,14:27:57,0000,GET,/index.php.bak,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
410,154.83.103.144,07/May/2025,14:27:57,0000,GET,/index.php~,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
411,154.83.103.144,07/May/2025,14:27:57,0000,GET,/info.php,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
412,154.83.103.144,07/May/2025,14:27:57,0000,GET,/install.php,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
413,154.83.103.144,07/May/2025,14:27:57,0000,GET,/jenkins,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
414,154.83.103.144,07/May/2025,14:27:57,0000,GET,/joomla/,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
415,154.83.103.144,07/May/2025,14:27:58,0000,GET,/kibana,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
416,154.83.103.144,07/May/2025,14:27:58,0000,GET,/license.txt,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
417,154.83.103.144,07/May/2025,14:27:58,0000,GET,/local_settings.py,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
418,154.83.103.144,07/May/2025,14:27:58,0000,GET,/login,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,1,1,Chrome,Windows,0.0,1.0
419,154.83.103.144,07/May/2025,14:27:59,0000,GET,/logs/,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
420,154.83.103.144,07/May/2025,14:27:59,0000,GET,/main.old,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
421,154.83.103.144,07/May/2025,14:27:59,0000,GET,/manual/,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
422,154.83.103.144,07/May/2025,14:27:59,0000,GET,/metrics,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
423,154.83.103.144,07/May/2025,14:27:59,0000,GET,/monitoring,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
424,154.83.103.144,07/May/2025,14:27:59,0000,GET,/mysql.dump,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
425,154.83.103.144,07/May/2025,14:28:00,0000,GET,/mysql.sql,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
426,154.83.103.144,07/May/2025,14:28:00,0000,GET,/netdata,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
427,154.83.103.144,07/May/2025,14:28:00,0000,GET,/next.config.js,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,1,1,Chrome,Windows,0.0,1.0
428,154.83.103.144,07/May/2025,14:28:00,0000,GET,/nginx_status,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
429,154.83.103.144,07/May/2025,14:28:00,0000,GET,/node_modules/,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
430,154.83.103.144,07/May/2025,14:28:00,0000,GET,/null,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
431,154.83.103.144,07/May/2025,14:28:01,0000,GET,/nuxt.config.js,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,1,1,Chrome,Windows,0.0,1.0
432,154.83.103.144,07/May/2025,14:28:01,0000,GET,/openapi.json,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,1,1,Chrome,Windows,0.0,1.0
433,154.83.103.144,07/May/2025,14:28:01,0000,GET,/package-lock.json,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
434,154.83.103.144,07/May/2025,14:28:01,0000,GET,/packages/,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
435,154.83.103.144,07/May/2025,14:28:01,0000,GET,/pgsql.dump,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
436,154.83.103.144,07/May/2025,14:28:02,0000,GET,/pgsql.sql,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
437,154.83.103.144,07/May/2025,14:28:02,0000,GET,/php.ini,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
438,154.83.103.144,07/May/2025,14:28:02,0000,GET,/phpMyAdmin/,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,1,1,Chrome,Windows,0.0,1.0
439,154.83.103.144,07/May/2025,14:28:02,0000,GET,/phpinfo.php,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
440,154.83.103.144,07/May/2025,14:28:02,0000,GET,/phpmyadmin,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,1,1,Chrome,Windows,0.0,1.0
441,154.83.103.144,07/May/2025,14:28:02,0000,GET,/phpmyadmin/index.php,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,1,1,Chrome,Windows,0.0,1.0
442,154.83.103.144,07/May/2025,14:28:03,0000,GET,/phpmyadmin/scripts/setup.php,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,1,1,Chrome,Windows,0.0,1.0
443,154.83.103.144,07/May/2025,14:28:03,0000,GET,/poetry.lock,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
444,154.83.103.144,07/May/2025,14:28:03,0000,GET,/pom.xml,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
445,154.83.103.144,07/May/2025,14:28:03,0000,GET,/prestashop/,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
446,154.83.103.144,07/May/2025,14:28:03,0000,GET,/private.key,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
447,154.83.103.144,07/May/2025,14:28:04,0000,GET,/prometheus,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
448,154.83.103.144,07/May/2025,14:28:04,0000,GET,/public/storage/,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
449,154.83.103.144,07/May/2025,14:28:04,0000,GET,/readme.html,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
450,154.83.103.144,07/May/2025,14:28:04,0000,GET,/requirements.txt,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
451,154.83.103.144,07/May/2025,14:28:04,0000,GET,/robots.txt,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
452,154.83.103.144,07/May/2025,14:28:04,0000,GET,/routes/api.php,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,1,1,Chrome,Windows,0.0,1.0
453,154.83.103.144,07/May/2025,14:28:05,0000,GET,/routes/web.php,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
454,154.83.103.144,07/May/2025,14:28:05,0000,GET,/runtime.txt,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
455,154.83.103.144,07/May/2025,14:28:05,0000,GET,/secrets.json,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
456,154.83.103.144,07/May/2025,14:28:05,0000,GET,/server-status,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
457,154.83.103.144,07/May/2025,14:28:05,0000,GET,/server.js,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
458,154.83.103.144,07/May/2025,14:28:05,0000,GET,/settings.gradle,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
459,154.83.103.144,07/May/2025,14:28:06,0000,GET,/settings.json,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
460,154.83.103.144,07/May/2025,14:28:06,0000,GET,/setup.php,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,1,1,Chrome,Windows,0.0,1.0
461,154.83.103.144,07/May/2025,14:28:06,0000,GET,/signin,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
462,154.83.103.144,07/May/2025,14:28:06,0000,GET,/site-backup.tar.gz,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,1,1,Chrome,Windows,0.0,1.0
463,154.83.103.144,07/May/2025,14:28:06,0000,GET,/sites/default/settings.php,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
464,154.83.103.144,07/May/2025,14:28:07,0000,GET,/sql.bak,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
465,154.83.103.144,07/May/2025,14:28:07,0000,GET,/storage/framework/cache/,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
466,154.83.103.144,07/May/2025,14:28:07,0000,GET,/storage/framework/sessions/,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
467,154.83.103.144,07/May/2025,14:28:07,0000,GET,/storage/logs/laravel.log,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
468,154.83.103.144,07/May/2025,14:28:07,0000,GET,/swagger-ui,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
469,154.83.103.144,07/May/2025,14:28:07,0000,GET,/swagger-ui.html,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
470,154.83.103.144,07/May/2025,14:28:08,0000,GET,/swagger-ui/,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
471,154.83.103.144,07/May/2025,14:28:08,0000,GET,/test.php,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
472,154.83.103.144,07/May/2025,14:28:08,0000,GET,/test/null,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
473,154.83.103.144,07/May/2025,14:28:08,0000,GET,/test/undefined,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
474,154.83.103.144,07/May/2025,14:28:08,0000,GET,/typo3/,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
475,154.83.103.144,07/May/2025,14:28:08,0000,GET,/undefined,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
476,154.83.103.144,07/May/2025,14:28:09,0000,GET,/update.php,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
477,154.83.103.144,07/May/2025,14:28:09,0000,GET,/upgrade.php,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
478,154.83.103.144,07/May/2025,14:28:09,0000,GET,/user,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
479,154.83.103.144,07/May/2025,14:28:09,0000,GET,/users.json,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
480,154.83.103.144,07/May/2025,14:28:09,0000,GET,/v2/api-docs,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,1,1,Chrome,Windows,0.0,1.0
481,154.83.103.144,07/May/2025,14:28:10,0000,GET,/var,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
482,154.83.103.144,07/May/2025,14:28:10,0000,GET,/var/log/apache2/access.log,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
483,154.83.103.144,07/May/2025,14:28:10,0000,GET,/var/log/apache2/error.log,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
484,154.83.103.144,07/May/2025,14:28:10,0000,GET,/var/log/nginx/access.log,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
485,154.83.103.144,07/May/2025,14:28:10,0000,GET,/var/log/nginx/error.log,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
486,154.83.103.144,07/May/2025,14:28:10,0000,GET,/vault,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
487,154.83.103.144,07/May/2025,14:28:11,0000,GET,/vendor/,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,0,0,Chrome,Windows,0.0,1.0
488,154.83.103.144,07/May/2025,14:28:11,0000,GET,/vite.config.ts,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,1,1,Chrome,Windows,0.0,1.0
489,154.83.103.144,07/May/2025,14:28:11,0000,GET,/web.config,HTTP/1.1,404,197,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0,0,1,1,1,Chrome,Windows,0.0,1.0
